period,state,stateName,technology,sector,sectorName,capacity,customers,capacity-units,customers-units
2017,LA,Louisiana,Other Technologies,TOT,all sectors,.025,1,megawatts,number of customers
2017,LA,Louisiana,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,LA,Louisiana,Photovoltaic,COM,commercial,6.748,898,megawatts,number of customers
2017,LA,Louisiana,Photovoltaic,IND,industrial,0,0,megawatts,number of customers
2017,LA,Louisiana,Photovoltaic,RES,residential,113.008,23349,megawatts,number of customers
2017,LA,Louisiana,Photovoltaic,TOT,all sectors,119.755,24247,megawatts,number of customers
2017,LA,Louisiana,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2017,LA,Louisiana,Wind,COM,commercial,0,0,megawatts,number of customers
2017,LA,Louisiana,Wind,IND,industrial,0,0,megawatts,number of customers
2017,LA,Louisiana,Wind,RES,residential,.026,7,megawatts,number of customers
2017,LA,Louisiana,Wind,TOT,all sectors,.026,7,megawatts,number of customers
2017,LA,Louisiana,Wind,TRN,transportation,0,0,megawatts,number of customers
2017,MA,Massachusetts,All Technologies,COM,commercial,1051.578,5612,megawatts,number of customers
2017,MA,Massachusetts,All Technologies,IND,industrial,47.469,219,megawatts,number of customers
2017,MA,Massachusetts,All Technologies,RES,residential,475.49,72093,megawatts,number of customers
2017,MA,Massachusetts,All Technologies,TOT,all sectors,1574.537,77924,megawatts,number of customers
2017,MA,Massachusetts,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MA,Massachusetts,Other Technologies,COM,commercial,10.757,28,megawatts,number of customers
2017,MA,Massachusetts,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2017,MA,Massachusetts,Other Technologies,RES,residential,.506,91,megawatts,number of customers
2017,MA,Massachusetts,Other Technologies,TOT,all sectors,11.263,119,megawatts,number of customers
2017,MA,Massachusetts,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MA,Massachusetts,Photovoltaic,COM,commercial,694.212,5203,megawatts,number of customers
2017,MA,Massachusetts,Photovoltaic,IND,industrial,43.846,211,megawatts,number of customers
2017,MA,Massachusetts,Photovoltaic,RES,residential,474.337,71915,megawatts,number of customers
2017,MA,Massachusetts,Photovoltaic,TOT,all sectors,1212.395,77329,megawatts,number of customers
2017,MA,Massachusetts,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2017,MA,Massachusetts,Wind,COM,commercial,52.889,75,megawatts,number of customers
2017,MA,Massachusetts,Wind,IND,industrial,3.623,8,megawatts,number of customers
2017,MA,Massachusetts,Wind,RES,residential,.5,73,megawatts,number of customers
2017,MA,Massachusetts,Wind,TOT,all sectors,57.012,156,megawatts,number of customers
2017,MA,Massachusetts,Wind,TRN,transportation,0,0,megawatts,number of customers
2017,MD,Maryland,All Technologies,COM,commercial,170.702,1043,megawatts,number of customers
2017,MD,Maryland,All Technologies,IND,industrial,22.946,18,megawatts,number of customers
2017,MD,Maryland,All Technologies,RES,residential,461.253,57255,megawatts,number of customers
2017,MD,Maryland,All Technologies,TOT,all sectors,654.901,58316,megawatts,number of customers
2017,MD,Maryland,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MD,Maryland,Other Technologies,COM,commercial,.32,1,megawatts,number of customers
2017,MD,Maryland,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2017,MD,Maryland,Other Technologies,RES,residential,0,0,megawatts,number of customers
2017,MD,Maryland,Other Technologies,TOT,all sectors,.32,1,megawatts,number of customers
2017,MD,Maryland,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MD,Maryland,Photovoltaic,COM,commercial,162.434,1002,megawatts,number of customers
2017,MD,Maryland,Photovoltaic,IND,industrial,20.346,15,megawatts,number of customers
2017,MD,Maryland,Photovoltaic,RES,residential,460.626,57164,megawatts,number of customers
2017,MD,Maryland,Photovoltaic,TOT,all sectors,643.406,58181,megawatts,number of customers
2017,MD,Maryland,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2017,MD,Maryland,Wind,COM,commercial,.864,17,megawatts,number of customers
2017,MD,Maryland,Wind,IND,industrial,0,0,megawatts,number of customers
2017,MD,Maryland,Wind,RES,residential,.298,76,megawatts,number of customers
2017,MD,Maryland,Wind,TOT,all sectors,1.162,93,megawatts,number of customers
2017,MD,Maryland,Wind,TRN,transportation,0,0,megawatts,number of customers
2017,ME,Maine,All Technologies,COM,commercial,13.694,417,megawatts,number of customers
2017,ME,Maine,All Technologies,IND,industrial,.626,2,megawatts,number of customers
2017,ME,Maine,All Technologies,RES,residential,23.632,3747,megawatts,number of customers
2017,ME,Maine,All Technologies,TOT,all sectors,37.952,4166,megawatts,number of customers
2017,ME,Maine,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,ME,Maine,Other Technologies,COM,commercial,2.161,15,megawatts,number of customers
2017,ME,Maine,Other Technologies,IND,industrial,,,megawatts,number of customers
2017,ME,Maine,Other Technologies,RES,residential,.136,4,megawatts,number of customers
2017,ME,Maine,Other Technologies,TOT,all sectors,2.297,19,megawatts,number of customers
2017,ME,Maine,Other Technologies,TRN,transportation,,,megawatts,number of customers
2017,ME,Maine,Photovoltaic,COM,commercial,11.033,356,megawatts,number of customers
2017,ME,Maine,Photovoltaic,IND,industrial,.026,1,megawatts,number of customers
2017,ME,Maine,Photovoltaic,RES,residential,20.965,3401,megawatts,number of customers
2017,ME,Maine,Photovoltaic,TOT,all sectors,32.024,3758,megawatts,number of customers
2017,ME,Maine,Photovoltaic,TRN,transportation,,,megawatts,number of customers
2017,ME,Maine,Wind,COM,commercial,.5,46,megawatts,number of customers
2017,ME,Maine,Wind,IND,industrial,.6,1,megawatts,number of customers
2017,ME,Maine,Wind,RES,residential,1.998,263,megawatts,number of customers
2017,ME,Maine,Wind,TOT,all sectors,3.098,310,megawatts,number of customers
2017,ME,Maine,Wind,TRN,transportation,,,megawatts,number of customers
2017,MI,Michigan,All Technologies,COM,commercial,12.23,571,megawatts,number of customers
2017,MI,Michigan,All Technologies,IND,industrial,1.277,26,megawatts,number of customers
2017,MI,Michigan,All Technologies,RES,residential,18.427,3120,megawatts,number of customers
2017,MI,Michigan,All Technologies,TOT,all sectors,31.934,3717,megawatts,number of customers
2017,MI,Michigan,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MI,Michigan,Other Technologies,COM,commercial,.79,7,megawatts,number of customers
2017,MI,Michigan,Other Technologies,IND,industrial,.65,3,megawatts,number of customers
2017,MI,Michigan,Other Technologies,RES,residential,.022,3,megawatts,number of customers
2017,MI,Michigan,Other Technologies,TOT,all sectors,1.462,13,megawatts,number of customers
2017,MI,Michigan,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MI,Michigan,Photovoltaic,COM,commercial,10.778,486,megawatts,number of customers
2017,MI,Michigan,Photovoltaic,IND,industrial,.622,22,megawatts,number of customers
2017,MI,Michigan,Photovoltaic,RES,residential,17.144,2738,megawatts,number of customers
2017,MI,Michigan,Photovoltaic,TOT,all sectors,28.544,3246,megawatts,number of customers
2017,MI,Michigan,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2017,MI,Michigan,Wind,COM,commercial,.613,71,megawatts,number of customers
2017,MI,Michigan,Wind,IND,industrial,.005,1,megawatts,number of customers
2017,MI,Michigan,Wind,RES,residential,1.157,271,megawatts,number of customers
2017,MI,Michigan,Wind,TOT,all sectors,1.775,343,megawatts,number of customers
2017,MI,Michigan,Wind,TRN,transportation,0,0,megawatts,number of customers
2017,MN,Minnesota,All Technologies,COM,commercial,20.46,876,megawatts,number of customers
2017,MN,Minnesota,All Technologies,IND,industrial,6.579,136,megawatts,number of customers
2017,MN,Minnesota,All Technologies,RES,residential,29.626,3909,megawatts,number of customers
2017,MN,Minnesota,All Technologies,TOT,all sectors,56.665,4921,megawatts,number of customers
2017,MN,Minnesota,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MN,Minnesota,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2017,MN,Minnesota,Other Technologies,IND,industrial,1.66,2,megawatts,number of customers
2017,MN,Minnesota,Other Technologies,RES,residential,.041,2,megawatts,number of customers
2017,MN,Minnesota,Other Technologies,TOT,all sectors,1.701,4,megawatts,number of customers
2017,MN,Minnesota,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MN,Minnesota,Photovoltaic,COM,commercial,18.274,804,megawatts,number of customers
2017,MN,Minnesota,Photovoltaic,IND,industrial,4.919,134,megawatts,number of customers
2017,MN,Minnesota,Photovoltaic,RES,residential,23.467,3113,megawatts,number of customers
2017,MN,Minnesota,Photovoltaic,TOT,all sectors,46.66,4051,megawatts,number of customers
2017,MN,Minnesota,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2017,MN,Minnesota,Wind,COM,commercial,2.178,68,megawatts,number of customers
2017,MN,Minnesota,Wind,IND,industrial,0,0,megawatts,number of customers
2017,MN,Minnesota,Wind,RES,residential,5.307,267,megawatts,number of customers
2017,MN,Minnesota,Wind,TOT,all sectors,7.485,335,megawatts,number of customers
2017,MN,Minnesota,Wind,TRN,transportation,0,0,megawatts,number of customers
2017,MO,Missouri,All Technologies,COM,commercial,63.764,3114,megawatts,number of customers
2017,MO,Missouri,All Technologies,IND,industrial,2.248,106,megawatts,number of customers
2017,MO,Missouri,All Technologies,RES,residential,67.132,7029,megawatts,number of customers
2017,MO,Missouri,All Technologies,TOT,all sectors,133.144,10249,megawatts,number of customers
2017,MO,Missouri,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2017,MO,Missouri,Other Technologies,COM,commercial,,,megawatts,number of customers
2017,MO,Missouri,Other Technologies,IND,industrial,,,megawatts,number of customers
2017,MO,Missouri,Other Technologies,RES,residential,.026,3,megawatts,number of customers
2017,MO,Missouri,Other Technologies,TOT,all sectors,.026,3,megawatts,number of customers
2017,MO,Missouri,Other Technologies,TRN,transportation,,,megawatts,number of customers
2017,MO,Missouri,Photovoltaic,COM,commercial,63.6,3095,megawatts,number of customers
2017,MO,Missouri,Photovoltaic,IND,industrial,2.238,105,megawatts,number of customers
2017,MO,Missouri,Photovoltaic,RES,residential,66.671,6923,megawatts,number of customers
2017,MO,Missouri,Photovoltaic,TOT,all sectors,132.509,10123,megawatts,number of customers
2017,MO,Missouri,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2017,MO,Missouri,Wind,COM,commercial,.164,19,megawatts,number of customers
2017,MO,Missouri,Wind,IND,industrial,.01,1,megawatts,number of customers
2017,MO,Missouri,Wind,RES,residential,.367,94,megawatts,number of customers
2017,MO,Missouri,Wind,TOT,all sectors,.541,114,megawatts,number of customers
2017,MO,Missouri,Wind,TRN,transportation,,,megawatts,number of customers
2017,MS,Mississippi,All Technologies,COM,commercial,1.49,36,megawatts,number of customers
2017,MS,Mississippi,All Technologies,IND,industrial,.19,3,megawatts,number of customers
2017,MS,Mississippi,All Technologies,RES,residential,1.518,256,megawatts,number of customers
2017,MS,Mississippi,All Technologies,TOT,all sectors,3.197,295,megawatts,number of customers
2017,MS,Mississippi,All Technologies,TRN,transportation,0,0,megawatts,number of customers
